epoch,strategy,arm,current reward,cumulative reward,optimal
1,Epsilon Greedy,9,127.99409159833776,127.99409159833776,False
2,Epsilon Greedy,9,128.03978062603957,256.0338722243773,False
3,Epsilon Greedy,9,128.22138099963868,384.255253224016,False
4,Epsilon Greedy,9,128.34117070815375,512.5964239321697,False
5,Epsilon Greedy,2,145.06102736961137,657.6574513017811,False
6,Epsilon Greedy,2,143.0564270148515,800.7138783166325,False
7,Epsilon Greedy,2,144.5113174066506,945.2251957232832,False
8,Epsilon Greedy,2,144.19173385611353,1089.4169295793968,False
9,Epsilon Greedy,2,143.0118233259747,1232.4287529053715,False
10,Epsilon Greedy,2,145.4552361472295,1377.883989052601,False
11,Epsilon Greedy,2,143.84666994206435,1521.7306589946654,False
12,Epsilon Greedy,2,143.4782794222068,1665.2089384168721,False
13,Epsilon Greedy,2,143.74960595641485,1808.958544373287,False
14,Epsilon Greedy,7,196.54294345554905,2005.501487828836,True
15,Epsilon Greedy,6,48.183963965278984,2053.685451794115,False
16,Epsilon Greedy,7,195.68723470078902,2249.372686494904,True
17,Epsilon Greedy,7,195.07821835888743,2444.4509048537916,True
18,Epsilon Greedy,2,145.00356935101723,2589.454474204809,False
19,Epsilon Greedy,7,196.7832285004403,2786.237702705249,True
20,Epsilon Greedy,7,197.523789984027,2983.761492689276,True
21,Epsilon Greedy,7,194.45343534836877,3178.2149280376448,True
22,Epsilon Greedy,1,180.72060444195984,3358.9355324796047,False
23,Epsilon Greedy,9,126.27066150021062,3485.2061939798155,False
24,Epsilon Greedy,7,197.21278118391325,3682.4189751637286,True
25,Epsilon Greedy,8,172.18474231531198,3854.603717479041,False
26,Epsilon Greedy,7,197.14953741303304,4051.753254892074,True
27,Epsilon Greedy,7,196.90941187074236,4248.662666762816,True
28,Epsilon Greedy,7,197.50309819326867,4446.165764956085,True
29,Epsilon Greedy,7,195.7576466065596,4641.923411562644,True
30,Epsilon Greedy,9,127.29519223969,4769.218603802334,False
31,Epsilon Greedy,3,103.36458238746779,4872.583186189801,False
32,Epsilon Greedy,0,167.23614696541043,5039.819333155212,False
33,Epsilon Greedy,7,197.6683698768809,5237.487703032093,True
34,Epsilon Greedy,1,177.33547940250523,5414.8231824345985,False
35,Epsilon Greedy,2,144.8076336565669,5559.630816091166,False
36,Epsilon Greedy,7,195.39637669252588,5755.027192783692,True
37,Epsilon Greedy,7,195.62246213684654,5950.6496549205385,True
38,Epsilon Greedy,7,195.48883832666687,6146.138493247206,True
39,Epsilon Greedy,7,195.43560223228033,6341.574095479486,True
40,Epsilon Greedy,4,18.106768556121303,6359.680864035607,False
41,Epsilon Greedy,7,194.2410315374702,6553.921895573077,True
42,Epsilon Greedy,7,195.34419450972237,6749.266090082799,True
43,Epsilon Greedy,2,142.68090918682475,6891.946999269623,False
44,Epsilon Greedy,9,123.96366428399392,7015.910663553617,False
45,Epsilon Greedy,7,196.36398899182532,7212.274652545442,True
46,Epsilon Greedy,0,166.23612442022323,7378.510776965665,False
47,Epsilon Greedy,7,196.5768071321049,7575.08758409777,True
48,Epsilon Greedy,7,197.2585745988238,7772.346158696593,True
49,Epsilon Greedy,7,196.15062725818288,7968.496785954776,True
50,Epsilon Greedy,7,197.02311825844959,8165.519904213225,True
51,Epsilon Greedy,7,197.76774289918774,8363.287647112413,True
52,Epsilon Greedy,7,195.6643482228803,8558.951995335294,True
53,Epsilon Greedy,7,198.85659665297166,8757.808591988265,True
54,Epsilon Greedy,5,136.04294005282256,8893.851532041088,False
55,Epsilon Greedy,7,196.91093004877774,9090.762462089866,True
56,Epsilon Greedy,7,196.11318202058237,9286.875644110449,True
57,Epsilon Greedy,7,196.96573093865564,9483.841375049104,True
58,Epsilon Greedy,7,196.0583718718685,9679.899746920972,True
59,Epsilon Greedy,8,171.54610313204722,9851.445850053018,False
60,Epsilon Greedy,2,144.24601085439656,9995.691860907415,False
61,Epsilon Greedy,4,16.443835303724125,10012.135696211139,False
62,Epsilon Greedy,2,142.71500144741037,10154.850697658549,False
63,Epsilon Greedy,7,197.11080872773903,10351.961506386288,True
64,Epsilon Greedy,8,173.4040398982317,10525.36554628452,False
65,Epsilon Greedy,1,180.95724373988634,10706.322790024406,False
66,Epsilon Greedy,1,180.22170640261004,10886.544496427015,False
67,Epsilon Greedy,7,197.65776298214942,11084.202259409165,True
68,Epsilon Greedy,7,196.13617290190916,11280.338432311075,True
69,Epsilon Greedy,7,197.02285801445163,11477.361290325527,True
70,Epsilon Greedy,7,196.63442164775964,11673.995711973286,True
71,Epsilon Greedy,7,194.52389052571056,11868.519602498996,True
72,Epsilon Greedy,7,195.47869023960442,12063.9982927386,True
73,Epsilon Greedy,7,196.19152389657452,12260.189816635175,True
74,Epsilon Greedy,7,196.5637232983777,12456.753539933552,True
75,Epsilon Greedy,7,195.33802259628317,12652.091562529835,True
76,Epsilon Greedy,3,103.81407448340597,12755.90563701324,False
77,Epsilon Greedy,7,197.47704366033773,12953.382680673578,True
78,Epsilon Greedy,7,197.46247760123762,13150.845158274815,True
79,Epsilon Greedy,7,195.92835153366877,13346.773509808483,True
80,Epsilon Greedy,7,195.71779896596408,13542.491308774448,True
81,Epsilon Greedy,7,196.33034767955428,13738.821656454002,True
82,Epsilon Greedy,0,167.71187414743412,13906.533530601435,False
83,Epsilon Greedy,7,197.7597183929583,14104.293248994392,True
84,Epsilon Greedy,7,193.69199245225158,14297.985241446644,True
85,Epsilon Greedy,7,198.3516944710162,14496.33693591766,True
86,Epsilon Greedy,7,195.90754854045665,14692.244484458117,True
87,Epsilon Greedy,7,197.36326657119392,14889.60775102931,True
88,Epsilon Greedy,7,195.80155815972867,15085.409309189039,True
89,Epsilon Greedy,1,180.4695325381111,15265.87884172715,False
90,Epsilon Greedy,7,197.2480184342371,15463.126860161387,True
91,Epsilon Greedy,7,195.87217085808098,15658.999031019468,True
92,Epsilon Greedy,0,166.42476817313238,15825.4237991926,False
93,Epsilon Greedy,5,135.10047129420204,15960.524270486801,False
94,Epsilon Greedy,7,196.36490842976514,16156.889178916566,True
95,Epsilon Greedy,7,198.09385223313822,16354.983031149704,True
96,Epsilon Greedy,7,197.78761727155776,16552.77064842126,True
97,Epsilon Greedy,7,196.14866037750278,16748.919308798762,True
98,Epsilon Greedy,7,195.811775972401,16944.731084771163,True
99,Epsilon Greedy,9,128.48680526410936,17073.217890035274,False
100,Epsilon Greedy,7,197.91181800726787,17271.129708042543,True
101,Epsilon Greedy,1,181.06614673730869,17452.195854779853,False
102,Epsilon Greedy,7,197.5607206824235,17649.756575462277,True
103,Epsilon Greedy,7,196.96583636801424,17846.72241183029,True
104,Epsilon Greedy,7,196.33585724374976,18043.05826907404,True
105,Epsilon Greedy,7,197.0665252439609,18240.124794318002,True
106,Epsilon Greedy,7,195.69617208813273,18435.820966406136,True
107,Epsilon Greedy,7,197.41073307647125,18633.231699482607,True
108,Epsilon Greedy,8,173.90328157958652,18807.134981062194,False
109,Epsilon Greedy,8,174.21951495103957,18981.354496013235,False
110,Epsilon Greedy,4,17.032181760384297,18998.38667777362,False
111,Epsilon Greedy,7,196.74650168267186,19195.13317945629,True
112,Epsilon Greedy,3,104.6253200538439,19299.758499510135,False
113,Epsilon Greedy,1,182.06845703226102,19481.826956542398,False
114,Epsilon Greedy,7,195.58569560731075,19677.41265214971,True
115,Epsilon Greedy,7,197.9624224750095,19875.375074624717,True
116,Epsilon Greedy,7,196.38949794765335,20071.76457257237,True
117,Epsilon Greedy,7,197.14770836677698,20268.91228093915,True
118,Epsilon Greedy,9,127.2854928482386,20396.197773787386,False
119,Epsilon Greedy,7,195.4290032647115,20591.626777052097,True
120,Epsilon Greedy,7,196.07267092868915,20787.699447980787,True
121,Epsilon Greedy,9,126.97329159141482,20914.6727395722,False
122,Epsilon Greedy,7,194.80342281021436,21109.476162382416,True
123,Epsilon Greedy,7,197.74099564171,21307.217158024127,True
124,Epsilon Greedy,7,195.80975191580148,21503.026909939927,True
125,Epsilon Greedy,4,16.765054989443712,21519.79196492937,False
126,Epsilon Greedy,7,196.59792275563143,21716.389887685,True
127,Epsilon Greedy,7,196.8320360952483,21913.22192378025,True
128,Epsilon Greedy,7,197.81988645856347,22111.041810238814,True
129,Epsilon Greedy,7,197.59017201465826,22308.63198225347,True
130,Epsilon Greedy,2,143.89545416291776,22452.52743641639,False
131,Epsilon Greedy,7,197.1532810450373,22649.680717461426,True
132,Epsilon Greedy,7,197.17704714465322,22846.85776460608,True
133,Epsilon Greedy,7,196.49334125747302,23043.351105863552,True
134,Epsilon Greedy,7,195.75965405530988,23239.11075991886,True
135,Epsilon Greedy,4,16.914014251908544,23256.02477417077,False
136,Epsilon Greedy,6,49.06646184273418,23305.091236013504,False
137,Epsilon Greedy,8,173.07847634129294,23478.169712354797,False
138,Epsilon Greedy,7,196.61175942998733,23674.781471784783,True
139,Epsilon Greedy,7,195.7381063311219,23870.519578115905,True
140,Epsilon Greedy,7,196.05390948774962,24066.573487603655,True
141,Epsilon Greedy,7,195.8262123835827,24262.399699987236,True
142,Epsilon Greedy,7,195.55973720251203,24457.959437189747,True
143,Epsilon Greedy,7,195.39963637902673,24653.359073568776,True
144,Epsilon Greedy,7,195.67292306345718,24849.03199663223,True
145,Epsilon Greedy,7,198.18267425820525,25047.214670890437,True
146,Epsilon Greedy,9,126.05682044609871,25173.271491336534,False
